standard_pred,mc_pred,mc_conf,cnn_adv,mc_adv,mc_conf,truth,epsilon
1,0,0.03840000000000001,1,1,0.0736,0,0.8
0,0,0.047499999999999994,1,1,0.09,0,0.8
0,0,0.0,0,1,0.04750000000000003,0,0.8
1,1,0.0,1,1,0.1204,0,0.8
1,0,0.2379,1,1,0.11309999999999999,0,0.8
0,0,0.0,1,1,0.04750000000000003,0,0.8
0,0,0.038400000000000004,1,1,0.04750000000000003,0,0.8
0,0,0.0,1,1,0.1824,0,0.8
0,0,0.0,1,1,0.12750000000000003,0,0.8
0,0,0.0,1,1,0.038400000000000004,0,0.8
0,0,0.0,1,1,0.0736,0,0.8
0,0,0.0,1,1,0.1131,0,0.8
0,0,0.0,1,1,0.056400000000000006,0,0.8
0,0,0.009899999999999999,1,1,0.04750000000000001,0,0.8
0,0,0.1824,1,1,0.0651,0,0.8
0,0,0.0,1,1,0.08999999999999998,0,0.8
0,0,0.10559999999999999,1,1,0.0564,0,0.8
0,0,0.0,1,1,0.0384,0,0.8
0,0,0.0,1,1,0.04750000000000003,0,0.8
0,0,0.2175999999999999,1,1,0.029100000000000004,0,0.8
0,0,0.0,1,1,0.13440000000000002,0,0.8
0,0,0.0,1,1,0.10559999999999999,0,0.8
0,0,0.0,1,1,0.1131,0,0.8
0,0,0.0,1,1,0.1476,0,0.8
0,0,0.0,1,1,0.08999999999999998,0,0.8
0,0,0.1056,1,1,0.019599999999999996,0,0.8
0,0,0.009899999999999997,1,1,0.09,0,0.8
0,0,0.0,1,1,0.0736,0,0.8
0,0,0.009899999999999999,1,1,0.09,0,0.8
0,0,0.0,1,1,0.06510000000000002,0,0.8
0,0,0.0,0,1,0.12039999999999998,0,0.8
0,0,0.0,1,1,0.0819,0,0.8
0,0,0.0,1,1,0.038400000000000004,0,0.8
0,0,0.0,1,1,0.12040000000000001,0,0.8
0,0,0.0,1,1,0.07360000000000001,0,0.8
0,0,0.0,1,1,0.0819,0,0.8
0,0,0.009899999999999997,1,1,0.038400000000000004,0,0.8
0,0,0.0,1,1,0.09789999999999999,0,0.8
0,0,0.0,1,1,0.0736,0,0.8
0,0,0.13440000000000002,1,1,0.1131,0,0.8
1,0,0.16000000000000003,0,1,0.16,0,0.8
0,0,0.0,1,1,0.06510000000000002,0,0.8
0,0,0.09,1,1,0.10559999999999999,0,0.8
0,0,0.0,0,1,0.1275,0,0.8
0,0,0.0,1,1,0.056400000000000006,0,0.8
0,0,0.0,1,1,0.047500000000000014,0,0.8
0,0,0.0,1,1,0.0564,0,0.8
0,0,0.0,0,1,0.1476,0,0.8
0,0,0.0,1,1,0.11309999999999999,0,0.8
0,0,0.0,1,1,0.04750000000000003,0,0.8
0,0,0.0,1,1,0.1824,0,0.8
